student_id,region,subject,engagement_level,percentage,app_login_count,video_completion_rate
16411,South America,Economics,Low,56.2,11,16.6
17407,Africa,English,Low,56.2,15,22.7
17427,North America,Mathematics,Low,56.2,7,22.2
18777,Europe,Computer Science,Low,56.2,10,2.1
18798,Africa,Economics,Low,56.2,17,19.4
19679,East Asia,Computer Science,Low,56.2,6,7.2
21843,South America,Economics,Low,56.2,12,24.5
22237,North America,Computer Science,Low,56.2,16,18.1
22626,East Asia,English,Low,56.2,4,0.0
24148,North America,Mathematics,Low,56.2,12,3.2
26620,Europe,Economics,Low,56.2,4,8.9
26665,South Asia,Computer Science,Low,56.2,10,14.6
28519,Africa,English,Low,56.2,14,15.1
28904,South America,History,Low,56.2,11,28.8
29119,East Asia,Science,Low,56.2,18,13.8
29624,Europe,History,Low,56.2,14,15.7
30584,North America,Computer Science,Low,56.2,14,22.0
30821,North America,English,Low,56.2,14,9.7
31364,South Asia,Science,Low,56.2,14,14.3
31758,East Asia,Economics,Low,56.2,12,18.1
31798,North America,Economics,Low,56.2,14,12.1
33398,Africa,Economics,Low,56.2,18,15.0
33873,South America,Economics,Low,56.2,14,26.6
33915,Africa,History,Low,56.2,14,20.0
34625,Africa,Science,Low,56.2,11,8.5
35848,South Asia,Science,Low,56.2,4,26.5
36448,South America,History,Low,56.2,11,23.7
36860,East Asia,English,Low,56.2,14,5.2
37963,South Asia,History,Low,56.2,25,14.5
38604,South America,Economics,Low,56.2,11,23.8
39152,North America,English,Low,56.2,12,1.9
546,North America,Mathematics,Low,56.3,5,8.4
747,East Asia,Mathematics,Low,56.3,14,16.0
2057,Africa,Science,Low,56.3,20,18.4
2420,South Asia,Mathematics,Low,56.3,16,19.3
2958,South Asia,Economics,Low,56.3,17,18.5
3205,Europe,Mathematics,Low,56.3,3,8.0
3740,Africa,English,Low,56.3,7,16.8
8614,East Asia,Science,Low,56.3,8,22.2
8648,North America,Mathematics,Low,56.3,9,16.6
8904,South America,Computer Science,Low,56.3,9,19.3
9011,South Asia,History,Low,56.3,23,10.4
11479,Europe,Computer Science,Low,56.3,13,16.7
11681,Europe,Computer Science,Low,56.3,10,19.4
12954,Africa,History,Low,56.3,9,27.0
13908,East Asia,Mathematics,Low,56.3,7,13.6
15657,South Asia,Mathematics,Low,56.3,16,23.2
21966,North America,History,Low,56.3,11,22.5
22169,North America,Science,Low,56.3,15,23.9
22675,East Asia,English,Low,56.3,16,3.2
22971,Africa,History,Low,56.3,14,18.4
23161,Europe,Economics,Low,56.3,13,16.4
23198,Africa,Mathematics,Low,56.3,9,17.3
23640,South Asia,English,Low,56.3,11,7.0
24370,East Asia,English,Low,56.3,9,18.2
24466,Europe,English,Low,56.3,14,22.1
25726,Europe,Computer Science,Low,56.3,10,18.4
26297,Africa,Economics,Low,56.3,18,13.2
26941,Africa,English,Low,56.3,18,7.1
27445,Europe,Science,Low,56.3,19,18.9
28763,Africa,English,Low,56.3,9,30.7
29145,South America,Computer Science,Low,56.3,17,22.4
29491,Africa,Economics,Low,56.3,16,8.3
30683,North America,Science,Low,56.3,11,28.4
32068,Europe,Economics,Low,56.3,12,16.3
32231,Africa,Computer Science,Low,56.3,10,24.1
32306,South Asia,History,Low,56.3,16,20.6
33087,South Asia,Mathematics,Low,56.3,23,8.9
33201,East Asia,English,Low,56.3,20,9.6
33748,South America,English,Low,56.3,13,22.4
34466,South America,Science,Low,56.3,14,26.9
36697,East Asia,Mathematics,Low,56.3,6,15.2
37976,South Asia,Economics,Low,56.3,13,14.3
38157,Africa,Science,Low,56.3,5,17.4
38799,Europe,History,Low,56.3,14,0.0
38909,East Asia,History,Low,56.3,21,8.7
39355,South Asia,Computer Science,Low,56.3,6,20.6
39380,South Asia,Computer Science,Low,56.3,7,21.5
39781,Europe,Mathematics,Low,56.3,16,10.2
201,South Asia,Science,Low,56.4,20,3.7
683,South America,Economics,Low,56.4,9,21.5
1025,Africa,Economics,Low,56.4,4,30.6
1503,Europe,History,Low,56.4,23,8.0
3190,South America,English,Low,56.4,12,19.9
3298,South America,English,Low,56.4,9,24.6
3558,South Asia,Computer Science,Low,56.4,9,18.0
5513,South America,Science,Low,56.4,20,19.1
6603,South Asia,History,Low,56.4,2,24.6
8913,Africa,Mathematics,Low,56.4,12,21.5
9656,South Asia,Science,Low,56.4,13,1.3
10675,Africa,Computer Science,Low,56.4,21,14.1
10841,South America,Mathematics,Low,56.4,16,5.6
11317,North America,Computer Science,Low,56.4,7,0.0
11484,East Asia,Mathematics,Low,56.4,8,0.0
11610,East Asia,History,Low,56.4,10,14.4
13038,Europe,Economics,Low,56.4,9,31.1
13458,Africa,Economics,Low,56.4,3,22.0
14643,Africa,History,Low,56.4,12,23.4
14910,South America,Computer Science,Low,56.4,8,0.0
15796,North America,Science,Low,56.4,11,27.3
16873,Europe,History,Low,56.4,10,15.9
17319,South America,History,Low,56.4,7,9.6
17659,Africa,English,Low,56.4,17,14.3
18224,South Asia,English,Low,56.4,11,27.7
18366,South Asia,Mathematics,Low,56.4,14,19.6
18560,South America,History,Low,56.4,14,19.5
18618,South Asia,English,Low,56.4,14,14.7
18789,Europe,English,Low,56.4,13,22.2
19872,Europe,Computer Science,Low,56.4,12,18.4
20317,South Asia,Science,Low,56.4,14,24.4
20417,South America,Computer Science,Low,56.4,19,11.6
21188,South Asia,Mathematics,Low,56.4,14,24.5
22622,South Asia,History,Low,56.4,5,0.0
23106,East Asia,Economics,Low,56.4,12,8.4
23130,North America,History,Low,56.4,10,16.4
23296,South Asia,Computer Science,Low,56.4,20,20.3
25138,South America,Mathematics,Low,56.4,11,14.5
25509,South Asia,Computer Science,Low,56.4,19,14.7
28900,Africa,Science,Low,56.4,12,16.6
30292,North America,Computer Science,Low,56.4,7,14.6
31642,Africa,History,Low,56.4,12,28.3
32251,Africa,History,Low,56.4,9,24.3
32474,South America,English,Low,56.4,8,29.5
33619,Europe,Computer Science,Low,56.4,12,23.4
33756,North America,Science,Low,56.4,5,28.1
34640,South America,Economics,Low,56.4,12,27.9
35062,Africa,Mathematics,Low,56.4,8,31.4
35069,South America,Science,Low,56.4,7,5.5
36355,Africa,Computer Science,Low,56.4,15,12.7
36722,East Asia,History,Low,56.4,7,28.1
37552,South Asia,Economics,Low,56.4,13,16.4
39496,South Asia,Economics,Low,56.4,6,31.3
39504,Africa,Mathematics,Low,56.4,24,16.1
39835,Europe,Economics,Low,56.4,13,15.1
506,South Asia,Science,Low,56.5,7,31.5
1150,South America,English,Low,56.5,16,24.8
2603,Africa,Science,Low,56.5,5,22.4
4091,Africa,English,Low,56.5,8,30.1
4877,South Asia,Science,Low,56.5,16,8.8
4932,Africa,Computer Science,Low,56.5,9,17.7
5795,South Asia,English,Low,56.5,8,24.6
10866,East Asia,Science,Low,56.5,13,1.6
11427,South America,Economics,Low,56.5,26,6.0
15123,North America,Science,Low,56.5,7,7.1
15403,North America,Economics,Low,56.5,4,11.6
15405,South America,English,Low,56.5,7,13.4
16702,South America,English,Low,56.5,9,30.2
18242,East Asia,Science,Low,56.5,7,12.5
18925,North America,English,Low,56.5,11,3.9
19657,South America,Science,Low,56.5,21,18.6
22789,Africa,History,Low,56.5,11,3.0
22926,East Asia,History,Low,56.5,12,14.8
24745,Africa,Computer Science,Low,56.5,12,2.4
25500,South Asia,Economics,Low,56.5,13,12.0
25885,Europe,Science,Low,56.5,10,12.7
26044,South Asia,Mathematics,Low,56.5,15,13.8
26117,South America,Mathematics,Low,56.5,9,27.7
26726,Europe,Mathematics,Low,56.5,9,18.0
27808,East Asia,Mathematics,Low,56.5,9,13.7
28347,East Asia,English,Low,56.5,25,8.4
28382,North America,History,Low,56.5,10,26.2
30184,East Asia,History,Low,56.5,8,17.6
33458,South America,Mathematics,Low,56.5,12,18.7
34029,North America,Computer Science,Low,56.5,6,30.4
34799,South Asia,Computer Science,Low,56.5,17,22.3
34917,South America,Computer Science,Low,56.5,8,29.6
35295,South America,English,Low,56.5,6,6.4
39060,Africa,Science,Low,56.5,12,21.3
39212,East Asia,Economics,Low,56.5,10,7.2
630,South Asia,Economics,Low,56.6,3,18.7
1210,South America,English,Low,56.6,17,1.2
1268,South Asia,Economics,Low,56.6,8,18.7
1797,South America,Economics,Low,56.6,22,14.2
1998,South America,Computer Science,Low,56.6,6,2.6
4017,Europe,Mathematics,Low,56.6,11,19.0
4737,North America,Computer Science,Low,56.6,16,16.8
5389,South Asia,Science,Low,56.6,11,27.9
6365,Africa,Mathematics,Low,56.6,14,26.8
7711,Europe,English,Low,56.6,7,15.5
8449,Africa,Science,Low,56.6,5,22.2
9034,South Asia,Economics,Low,56.6,20,19.7
9594,Europe,Science,Low,56.6,18,22.3
10115,Africa,English,Low,56.6,16,17.6
10133,South America,English,Low,56.6,16,30.1
10672,Africa,Computer Science,Low,56.6,13,9.1
11416,South America,Mathematics,Low,56.6,14,4.9
11640,South Asia,History,Low,56.6,8,2.7
11896,Africa,History,Low,56.6,10,24.4
13663,East Asia,Mathematics,Low,56.6,17,23.6
15594,Europe,Economics,Low,56.6,14,17.0
16551,East Asia,Science,Low,56.6,16,10.8
17469,South America,Science,Low,56.6,15,18.8
18057,South America,English,Low,56.6,21,1.9
18517,Europe,History,Low,56.6,19,15.1
20508,Europe,History,Low,56.6,15,10.5
21549,Africa,Computer Science,Low,56.6,12,13.8
24248,South America,Economics,Low,56.6,7,15.3
24756,South America,English,Low,56.6,3,38.4
25417,South America,Computer Science,Low,56.6,14,29.6
26447,Europe,Science,Low,56.6,24,13.3
26676,South America,Economics,Low,56.6,11,4.3
27014,North America,Computer Science,Low,56.6,16,18.6
27562,South Asia,Mathematics,Low,56.6,12,21.0
28238,Africa,Mathematics,Low,56.6,11,24.5
29559,South America,Mathematics,Low,56.6,15,10.4
30172,Africa,Computer Science,Low,56.6,11,26.0
31506,South Asia,Economics,Low,56.6,6,18.1
31823,Africa,Science,Low,56.6,9,22.7
33038,South Asia,Mathematics,Low,56.6,20,20.3
34346,South Asia,Economics,Low,56.6,8,17.3
34897,Europe,History,Low,56.6,25,12.2
34901,Africa,Computer Science,Low,56.6,17,10.4
34941,South America,Computer Science,Low,56.6,7,34.7
35051,Africa,History,Low,56.6,13,12.0
35236,Europe,Computer Science,Low,56.6,10,25.3
35467,South Asia,History,Low,56.6,7,25.8
35668,North America,Mathematics,Low,56.6,7,33.9
39103,Europe,Mathematics,Low,56.6,11,19.5
631,Africa,Computer Science,Low,56.7,11,2.3
1247,South America,English,Low,56.7,20,0.8
2276,South Asia,Economics,Low,56.7,15,15.3
3663,South America,Mathematics,Low,56.7,12,21.9
4526,South Asia,Computer Science,Low,56.7,10,30.5
5123,East Asia,English,Low,56.7,13,22.9
7036,Europe,Mathematics,Low,56.7,17,9.0
7183,North America,Mathematics,Low,56.7,8,9.1
9665,North America,Economics,Low,56.7,11,3.4
10202,East Asia,History,Low,56.7,13,18.8
10485,North America,English,Low,56.7,18,13.3
14164,South America,English,Low,56.7,14,5.5
14760,South Asia,Computer Science,Low,56.7,19,5.4
15638,South America,English,Low,56.7,10,21.4
15797,Africa,English,Low,56.7,6,23.3
16006,Europe,Computer Science,Low,56.7,18,20.2
16621,Africa,Mathematics,Low,56.7,11,17.8
17374,Africa,English,Low,56.7,19,20.0
17523,North America,English,Low,56.7,10,13.9
19497,South Asia,Economics,Low,56.7,6,11.6
19725,Europe,Science,Low,56.7,14,19.5
20035,East Asia,English,Low,56.7,6,8.7
20088,East Asia,Science,Low,56.7,10,23.9
20446,East Asia,Economics,Low,56.7,31,7.6
20848,Europe,Mathematics,Low,56.7,11,29.8
22227,Africa,Economics,Low,56.7,13,26.2
23558,South Asia,Computer Science,Low,56.7,20,16.9
23630,South Asia,Computer Science,Low,56.7,15,19.9
25440,Europe,Economics,Low,56.7,8,10.7
27276,Europe,English,Low,56.7,6,25.2
29490,South America,Computer Science,Low,56.7,20,16.1
29782,South America,Mathematics,Low,56.7,15,15.6
30147,South America,Science,Low,56.7,17,13.9
30303,Europe,Economics,Low,56.7,15,18.3
31841,Europe,Science,Low,56.7,5,3.6
33355,Africa,Economics,Low,56.7,7,30.7
33719,Africa,Science,Low,56.7,20,14.4
33787,Africa,Mathematics,Low,56.7,19,0.0
33909,South Asia,Economics,Low,56.7,16,0.1
36800,South Asia,Science,Low,56.7,10,27.7
37758,South Asia,English,Low,56.7,7,27.0
37856,East Asia,Science,Low,56.7,18,20.4
38643,Africa,English,Low,56.7,6,6.5
543,Europe,History,Low,56.8,18,1.6
1675,Africa,Mathematics,Low,56.8,14,12.0
4180,South Asia,Computer Science,Low,56.8,11,24.2
5171,East Asia,English,Low,56.8,8,0.0
5278,Africa,English,Low,56.8,17,23.1
5570,Europe,English,Low,56.8,6,10.4
5754,Europe,Mathematics,Low,56.8,19,12.1
6201,South America,Economics,Low,56.8,5,26.1
7291,Africa,History,Low,56.8,10,20.9
7881,South Asia,Science,Low,56.8,11,27.0
8335,South America,Economics,Low,56.8,20,16.1
9357,Africa,English,Low,56.8,11,16.4
9698,North America,Economics,Low,56.8,10,29.2
10692,North America,Mathematics,Low,56.8,22,8.8
10737,North America,Economics,Low,56.8,6,26.0
10814,South Asia,Computer Science,Low,56.8,6,16.8
11124,South Asia,Science,Low,56.8,17,18.1
11783,South America,Mathematics,Low,56.8,7,20.9
11986,South America,English,Low,56.8,9,24.6
12270,Europe,English,Low,56.8,6,12.8
12276,Europe,Science,Low,56.8,19,14.3
13768,Africa,Computer Science,Low,56.8,18,8.8
13893,South America,Computer Science,Low,56.8,20,18.7
14997,East Asia,Mathematics,Low,56.8,19,17.5
15643,East Asia,Economics,Low,56.8,25,4.0
16829,Europe,English,Low,56.8,9,18.8
16961,North America,Science,Low,56.8,14,0.0
17320,South Asia,Computer Science,Low,56.8,11,23.6
17727,South Asia,English,Low,56.8,8,5.5
21750,South America,Computer Science,Low,56.8,16,15.9
22021,East Asia,Mathematics,Low,56.8,11,21.7
23664,Europe,Economics,Low,56.8,15,16.0
25117,Africa,History,Low,56.8,15,20.2
25471,South America,English,Low,56.8,22,1.4
26446,East Asia,Mathematics,Low,56.8,21,11.7
27701,Africa,Economics,Low,56.8,16,24.6
28120,North America,Mathematics,Low,56.8,22,9.0
28296,South America,Economics,Low,56.8,25,14.0
29366,South America,Mathematics,Low,56.8,12,13.7
29423,South America,Mathematics,Low,56.8,9,24.7
30018,South Asia,Computer Science,Low,56.8,11,17.8
32377,Africa,Economics,Low,56.8,14,21.1
32938,South Asia,Science,Low,56.8,17,20.9
33470,South Asia,Computer Science,Low,56.8,19,18.0
33663,Europe,Mathematics,Low,56.8,17,0.0
34225,East Asia,Mathematics,Low,56.8,18,8.0
34342,Africa,Computer Science,Low,56.8,19,11.9
35724,Africa,Computer Science,Low,56.8,14,13.5
36592,South America,Economics,Low,56.8,20,6.1
36737,Europe,History,Low,56.8,17,10.8
38448,East Asia,History,Low,56.8,7,8.0
38573,South Asia,Computer Science,Low,56.8,18,16.6
38975,South America,Mathematics,Low,56.8,27,2.8
668,South America,Science,Low,56.9,5,30.8
2055,Africa,English,Low,56.9,17,19.7
3606,North America,Computer Science,Low,56.9,13,4.4
4372,Europe,Mathematics,Low,56.9,18,8.7
5161,South Asia,Science,Low,56.9,5,3.1
5776,South America,Mathematics,Low,56.9,17,17.9
8619,North America,English,Low,56.9,15,12.7
8699,South Asia,Economics,Low,56.9,21,11.7
9817,Europe,History,Low,56.9,20,17.4
11227,South America,English,Low,56.9,8,0.0
11390,Africa,Science,Low,56.9,10,23.2
11394,North America,Economics,Low,56.9,6,9.8
15475,North America,Mathematics,Low,56.9,4,16.3
15560,Africa,Economics,Low,56.9,16,24.9
15676,Africa,Computer Science,Low,56.9,15,22.2
16268,Africa,English,Low,56.9,14,14.6
16318,Europe,English,Low,56.9,11,0.0
17078,North America,English,Low,56.9,12,25.6
17564,North America,Science,Low,56.9,20,20.3
17592,East Asia,Science,Low,56.9,14,11.4
18187,South America,Computer Science,Low,56.9,6,15.0
18506,Africa,History,Low,56.9,16,10.0
20128,North America,Science,Low,56.9,13,16.8
21109,North America,History,Low,56.9,13,5.0
24375,South Asia,English,Low,56.9,11,28.9
26137,North America,Economics,Low,56.9,26,0.0
26609,Europe,English,Low,56.9,15,2.4
27641,Europe,Computer Science,Low,56.9,15,10.7
28378,Africa,Computer Science,Low,56.9,10,23.6
30735,Africa,Computer Science,Low,56.9,13,25.6
31657,South Asia,Science,Low,56.9,9,23.4
35836,South Asia,Mathematics,Low,56.9,11,19.3
36028,North America,History,Low,56.9,17,19.4
37920,South Asia,Mathematics,Low,56.9,16,20.2
38396,East Asia,History,Low,56.9,6,22.8
38519,East Asia,Computer Science,Low,56.9,12,1.9
39489,East Asia,Economics,Low,56.9,16,10.5
39695,Europe,Science,Low,56.9,16,15.5
39814,East Asia,Economics,Low,56.9,18,20.8
375,South America,Economics,Low,57.0,11,21.5
812,South America,Economics,Low,57.0,23,15.1
1078,North America,History,Low,57.0,11,9.0
3020,Africa,Economics,Low,57.0,18,16.0
4067,South America,Mathematics,Low,57.0,19,11.3
4477,South America,Mathematics,Low,57.0,11,0.0
4915,Africa,Economics,Low,57.0,17,0.0
5853,Europe,History,Low,57.0,6,15.4
6367,Africa,English,Low,57.0,5,25.3
6506,Europe,Mathematics,Low,57.0,9,21.7
6907,North America,Science,Low,57.0,25,11.7
8218,South America,Computer Science,Low,57.0,14,0.0
11599,East Asia,Economics,Low,57.0,12,13.7
12359,South America,Economics,Low,57.0,9,26.3
15644,East Asia,Economics,Low,57.0,9,14.6
16076,South Asia,English,Low,57.0,13,9.9
17299,North America,English,Low,57.0,9,0.0
17661,North America,History,Low,57.0,17,21.1
17698,Africa,Economics,Low,57.0,7,18.1
18371,North America,Mathematics,Low,57.0,11,13.1
18790,Africa,Economics,Low,57.0,15,0.0
19229,Europe,English,Low,57.0,13,21.4
21500,North America,English,Low,57.0,11,23.6
23509,South Asia,Economics,Low,57.0,16,16.0
24318,North America,Economics,Low,57.0,8,28.8
24551,South Asia,English,Low,57.0,5,24.2
24994,South Asia,Computer Science,Low,57.0,17,11.5
25762,North America,English,Low,57.0,13,11.4
26068,North America,Computer Science,Low,57.0,12,5.3
26758,Africa,Mathematics,Low,57.0,15,13.5
27177,South America,History,Low,57.0,16,16.5
28392,Africa,Economics,Low,57.0,14,19.9
28712,Africa,Science,Low,57.0,12,16.5
29573,South Asia,Mathematics,Low,57.0,11,5.0
31692,Europe,Economics,Low,57.0,13,26.6
34441,Africa,English,Low,57.0,8,21.4
34514,South Asia,History,Low,57.0,11,23.2
34753,Africa,Computer Science,Low,57.0,9,22.2
35322,South Asia,Mathematics,Low,57.0,14,26.0
37678,North America,English,Low,57.0,17,10.0
38079,South Asia,History,Low,57.0,13,15.6
38904,North America,Science,Low,57.0,20,15.1
39198,East Asia,History,Low,57.0,14,13.2
39360,Europe,Economics,Low,57.0,12,17.7
882,South America,Economics,Low,57.1,13,16.1
1784,South America,Science,Low,57.1,8,3.5
2684,Africa,Science,Low,57.1,21,17.0
6799,South Asia,History,Low,57.1,25,6.0
8154,East Asia,Computer Science,Low,57.1,14,15.6
9148,South Asia,English,Low,57.1,18,20.4
9153,Europe,Science,Low,57.1,10,18.3
9313,South Asia,Science,Low,57.1,16,14.0
9535,North America,Science,Low,57.1,5,2.9
9625,South America,Science,Low,57.1,9,12.4
12424,Africa,Mathematics,Low,57.1,19,14.6
12779,South Asia,English,Low,57.1,14,6.0
12948,East Asia,English,Low,57.1,14,20.0
13653,Africa,Economics,Low,57.1,22,16.7
13896,Africa,History,Low,57.1,20,14.5
13915,South America,Science,Low,57.1,11,21.9
14347,Europe,Mathematics,Low,57.1,9,30.6
14687,Europe,History,Low,57.1,13,7.7
19060,Europe,History,Low,57.1,18,0.0
19995,Africa,Economics,Low,57.1,16,5.1
21272,North America,English,Low,57.1,4,22.7
22396,Europe,English,Low,57.1,16,23.3
23399,Europe,Mathematics,Low,57.1,25,0.6
23522,South Asia,Computer Science,Low,57.1,2,23.9
24963,South America,Mathematics,Low,57.1,11,21.2
27089,Africa,Economics,Low,57.1,4,13.4
27237,South Asia,English,Low,57.1,16,17.4
27607,North America,History,Low,57.1,20,18.6
27971,Africa,Economics,Low,57.1,10,22.8
28270,Africa,History,Low,57.1,12,22.9
29127,North America,History,Low,57.1,21,12.3
30063,South America,Computer Science,Low,57.1,15,12.8
31274,Africa,Science,Low,57.1,13,24.2
33211,North America,Economics,Low,57.1,13,24.0
34579,North America,Computer Science,Low,57.1,3,6.6
34615,South Asia,English,Low,57.1,14,30.1
35644,Europe,History,Low,57.1,9,12.5
35646,South Asia,English,Low,57.1,18,19.6
36178,South Asia,Economics,Low,57.1,19,20.8
36179,Africa,Science,Low,57.1,14,22.0
36446,North America,History,Low,57.1,5,25.2
380,Europe,English,Low,57.2,16,21.3
950,Europe,Computer Science,Low,57.2,9,28.1
1613,Africa,Economics,Low,57.2,13,27.3
2158,East Asia,Computer Science,Low,57.2,12,13.4
2517,Africa,Economics,Low,57.2,11,26.3
4939,Europe,Science,Low,57.2,18,9.4
5191,Africa,History,Low,57.2,12,16.3
5317,East Asia,English,Low,57.2,9,24.7
6104,North America,Economics,Low,57.2,13,9.2
6249,North America,Mathematics,Low,57.2,22,13.2
6339,Africa,Computer Science,Low,57.2,4,16.2
6796,North America,History,Low,57.2,18,4.6
7138,South America,Mathematics,Low,57.2,9,25.5
7817,East Asia,Economics,Low,57.2,6,17.6
11668,East Asia,Science,Low,57.2,6,19.1
12250,North America,Computer Science,Low,57.2,15,14.6
12644,South Asia,Science,Low,57.2,14,14.8
13828,Africa,Science,Low,57.2,10,29.9
14481,South America,Mathematics,Low,57.2,18,19.6
14529,Africa,Science,Low,57.2,3,31.9
14890,North America,Mathematics,Low,57.2,11,11.5
14894,East Asia,English,Low,57.2,15,1.7
16464,Europe,Economics,Low,57.2,18,16.6
16494,North America,Computer Science,Low,57.2,12,10.4
17075,Europe,English,Low,57.2,18,19.1
17536,South America,Mathematics,Low,57.2,14,16.9
18627,South America,Computer Science,Low,57.2,13,21.1
18950,South Asia,English,Low,57.2,14,9.7
20097,South America,History,Low,57.2,8,18.8
21308,North America,Science,Low,57.2,25,0.8
21351,Europe,English,Low,57.2,9,7.6
21415,Africa,History,Low,57.2,8,28.2
22344,Africa,Mathematics,Low,57.2,23,14.0
23460,Europe,Science,Low,57.2,16,3.7
23927,Africa,Mathematics,Low,57.2,20,19.6
24616,South America,Science,Low,57.2,8,19.9
24679,North America,History,Low,57.2,9,1.3
24683,South America,Mathematics,Low,57.2,10,21.9
26236,South America,History,Low,57.2,4,15.2
27943,North America,Science,Low,57.2,10,13.5
28697,South America,History,Low,57.2,11,13.1
28778,South Asia,Computer Science,Low,57.2,8,13.4
28781,East Asia,History,Low,57.2,2,7.3
31147,East Asia,Mathematics,Low,57.2,12,19.7
31524,South America,Economics,Low,57.2,7,0.0
35696,North America,History,Low,57.2,12,24.8
36243,Africa,Mathematics,Low,57.2,15,16.6
37095,Africa,Mathematics,Low,57.2,11,24.2
37477,Europe,Science,Low,57.2,17,16.3
37885,Europe,Mathematics,Low,57.2,7,25.2
38849,North America,English,Low,57.2,21,8.2
38968,South America,Computer Science,Low,57.2,16,16.4
811,North America,Mathematics,Low,57.3,8,25.4
1099,North America,History,Low,57.3,15,7.6
2114,South America,Economics,Low,57.3,8,23.8
2581,South Asia,English,Low,57.3,19,1.4
3403,North America,Mathematics,Low,57.3,16,15.4
3508,Africa,Mathematics,Low,57.3,4,29.8
4607,Europe,Science,Low,57.3,13,17.1
4749,South America,Economics,Low,57.3,12,9.1
5291,Africa,History,Low,57.3,16,21.0
6121,Europe,Science,Low,57.3,7,10.1
8464,North America,English,Low,57.3,11,13.0
10191,North America,English,Low,57.3,11,24.9
10374,North America,Science,Low,57.3,10,29.9
10429,Europe,Computer Science,Low,57.3,19,13.6
11465,North America,Science,Low,57.3,20,15.4
13966,Europe,Mathematics,Low,57.3,10,20.9
14975,South America,Mathematics,Low,57.3,10,20.9
15140,South America,Science,Low,57.3,11,22.9
17704,North America,Economics,Low,57.3,14,14.6
17777,Africa,English,Low,57.3,13,13.6
18446,South Asia,Mathematics,Low,57.3,18,17.0
18654,East Asia,Economics,Low,57.3,10,16.8
18867,East Asia,Science,Low,57.3,12,15.0
20080,East Asia,Computer Science,Low,57.3,10,17.9
20268,South America,Computer Science,Low,57.3,5,29.6
20408,South Asia,Mathematics,Low,57.3,16,21.1
20682,Africa,Economics,Low,57.3,11,20.7
21139,Europe,Mathematics,Low,57.3,11,20.6
21205,Europe,History,Low,57.3,15,16.4
21714,East Asia,History,Low,57.3,18,19.0
22153,South America,Science,Low,57.3,8,11.4
22777,Africa,Computer Science,Low,57.3,12,17.1
22808,Europe,Science,Low,57.3,5,35.1
23128,Europe,English,Low,57.3,5,20.1
23441,North America,Science,Low,57.3,7,14.9
24022,South America,History,Low,57.3,15,19.9
25756,Europe,Computer Science,Low,57.3,14,24.4
25937,South Asia,English,Low,57.3,21,9.3
26087,South America,Science,Low,57.3,8,10.9
26370,East Asia,English,Low,57.3,10,9.9
26772,South Asia,History,Low,57.3,13,20.7
28185,South Asia,English,Low,57.3,13,19.7
30649,South America,Computer Science,Low,57.3,11,19.7
32173,South Asia,Computer Science,Low,57.3,16,21.3
34098,South Asia,Mathematics,Low,57.3,15,20.5
35533,Europe,Computer Science,Low,57.3,18,5.7
35630,South America,Economics,Low,57.3,6,15.3
36125,South America,Science,Low,57.3,19,16.9
37091,North America,Computer Science,Low,57.3,10,9.7
37155,South America,Economics,Low,57.3,8,29.6
37709,Africa,Mathematics,Low,57.3,10,17.5
38005,East Asia,Science,Low,57.3,12,15.7
38132,Africa,Mathematics,Low,57.3,11,8.0
38356,North America,History,Low,57.3,13,19.9
38986,Europe,Science,Low,57.3,14,3.6
39110,Europe,Computer Science,Low,57.3,8,26.5
39344,Europe,Economics,Low,57.3,19,20.8
39722,North America,English,Low,57.3,11,20.4
39864,East Asia,Science,Low,57.3,6,7.3
39919,Africa,History,Low,57.3,13,24.3
272,North America,Science,Low,57.4,13,19.2
694,South America,History,Low,57.4,14,2.6
1321,North America,Computer Science,Low,57.4,10,18.7
3025,South Asia,Mathematics,Low,57.4,8,20.5
4682,Europe,Mathematics,Low,57.4,7,17.5
5736,East Asia,History,Low,57.4,10,10.8
7438,South America,Science,Low,57.4,19,11.0
7444,East Asia,Economics,Low,57.4,15,25.8
8636,Africa,Mathematics,Low,57.4,37,0.0
8859,Europe,Science,Low,57.4,14,17.8
8985,Europe,English,Low,57.4,15,14.8
9464,South America,Computer Science,Low,57.4,9,21.2
9485,South Asia,History,Low,57.4,13,5.6
9725,Europe,Mathematics,Low,57.4,13,16.4
10605,Africa,Mathematics,Low,57.4,34,3.4
11928,Europe,Science,Low,57.4,10,25.1
13106,South America,Economics,Low,57.4,7,21.9
13910,Africa,English,Low,57.4,19,15.2
14799,Europe,Computer Science,Low,57.4,11,14.8
15573,South Asia,Computer Science,Low,57.4,13,15.9
16433,Africa,History,Low,57.4,10,0.0
16453,Africa,History,Low,57.4,17,14.7
16659,Africa,History,Low,57.4,10,22.1
18096,South Asia,Computer Science,Low,57.4,6,27.1
18152,North America,History,Low,57.4,19,21.3
18681,Europe,Science,Low,57.4,2,11.6
19273,South America,Computer Science,Low,57.4,16,24.8
21185,South Asia,Economics,Low,57.4,19,20.2
21471,South Asia,Computer Science,Low,57.4,4,7.5
22404,North America,Mathematics,Low,57.4,3,7.1
22931,North America,Computer Science,Low,57.4,6,8.7
23462,South America,History,Low,57.4,11,27.1
23652,Europe,English,Low,57.4,15,9.0
25752,South Asia,Science,Low,57.4,12,23.8
27691,South Asia,English,Low,57.4,14,6.9
29293,North America,Computer Science,Low,57.4,14,9.5
29544,Africa,History,Low,57.4,16,3.1
