Student_ID,Region,Subject,Gender,Grade_Level,Age,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Assignment_Submission_Rate,Percentage,Engagement_Level
19278,East Asia,English,Female,10,16,20,40.4,3.3,37.2,81.0,High
19279,Africa,Mathematics,Female,12,18,41,44.1,5.1,44.8,54.0,High
19280,Europe,Science,Female,9,14,23,29.9,7.2,34.9,81.0,High
19281,Africa,English,Male,10,16,15,14.0,5.4,47.5,47.1,Low
19282,Africa,Science,Male,12,18,15,15.0,10.1,27.1,47.5,Low
19283,Europe,English,Male,12,18,52,72.5,5.3,76.3,100.0,High
19284,North America,English,Male,10,16,38,24.5,8.7,58.4,73.0,High
19285,South America,Science,Female,9,14,11,24.5,14.1,46.1,80.9,Low
19286,South America,English,Female,11,16,11,28.0,22.3,65.6,77.2,Low
19287,South America,Science,Female,11,17,20,29.9,7.7,34.4,58.6,Low
19288,North America,History,Female,10,15,6,11.2,11.1,31.8,58.2,Low
19289,South America,English,Female,11,17,36,42.1,10.7,42.6,71.9,High
19290,South America,History,Female,9,14,19,50.3,6.3,59.8,77.2,High
19291,Africa,English,Male,9,14,9,6.8,9.3,29.6,48.1,Low
19292,South Asia,Economics,Male,9,15,35,17.0,14.3,42.3,53.6,Medium
19293,East Asia,English,Male,10,15,15,7.1,6.9,31.3,59.9,Low
19294,South Asia,History,Male,12,18,12,28.4,9.8,51.8,71.9,Low
19295,North America,English,Female,11,16,33,35.4,3.1,47.4,64.2,High
19296,East Asia,Computer Science,Female,11,17,26,15.2,11.1,44.6,70.7,Medium
19297,Europe,History,Male,12,18,17,24.9,13.1,53.9,74.0,Medium
19298,Europe,Mathematics,Male,11,16,26,53.2,6.6,58.8,71.8,High
19299,North America,Computer Science,Female,11,17,23,32.9,8.4,40.0,80.0,Medium
19300,South Asia,Computer Science,Female,9,15,4,1.3,8.5,45.3,59.1,Low
19301,North America,English,Male,12,17,27,42.6,9.8,38.6,71.3,High
19302,South America,History,Female,12,18,19,52.5,6.8,52.9,80.7,High
19303,South America,Mathematics,Female,11,17,21,29.8,16.2,65.5,67.7,Medium
19304,Africa,Economics,Male,12,17,25,69.1,6.2,71.0,78.6,High
19305,Europe,Computer Science,Female,11,16,21,21.3,8.3,26.9,73.7,Medium
19306,North America,Economics,Female,9,14,28,32.5,7.1,61.3,74.3,High
19307,East Asia,History,Female,9,14,16,31.2,8.5,53.6,78.7,Medium
19308,Africa,Science,Female,11,17,21,8.0,13.4,14.9,49.3,Low
19309,North America,Science,Male,11,16,13,21.7,6.7,57.2,70.8,Low
19310,South America,Economics,Female,12,17,10,30.5,2.6,50.3,60.7,Low
19311,South Asia,Mathematics,Female,10,15,12,19.2,6.3,43.4,50.2,Low
19312,Africa,Computer Science,Male,12,18,13,42.7,10.7,60.4,74.3,Medium
19313,North America,Mathematics,Male,11,17,23,41.2,3.5,48.6,72.0,High
19314,South Asia,Computer Science,Female,11,16,24,13.4,12.2,39.2,76.3,Low
19315,South Asia,History,Female,11,16,7,35.4,8.9,30.3,60.9,Medium
19316,North America,English,Female,11,17,17,38.2,15.5,34.5,73.7,Medium
19317,Africa,Computer Science,Female,9,14,8,22.9,6.6,42.9,65.9,Low
19318,South America,English,Female,9,14,22,29.9,0.6,37.0,63.7,Medium
19319,East Asia,History,Other,11,16,18,46.1,11.2,52.3,89.1,High
19320,South Asia,Computer Science,Female,11,16,27,9.2,4.0,30.0,63.4,Low
19321,East Asia,English,Male,12,18,26,45.9,7.5,59.9,76.4,High
19322,South Asia,Mathematics,Male,12,18,18,40.4,14.4,51.6,69.0,High
19323,South Asia,Economics,Male,10,16,31,51.9,8.4,44.7,69.7,High
19324,Africa,History,Male,9,15,13,32.1,9.3,52.7,58.0,Medium
19325,East Asia,English,Male,11,17,15,46.0,10.6,64.6,68.4,High
19326,Europe,Mathematics,Female,9,15,40,37.7,12.4,49.1,73.7,High
19327,South Asia,Mathematics,Other,10,16,44,54.9,11.2,49.9,65.8,High
19328,South America,Science,Female,12,17,25,35.2,5.8,42.6,80.6,High
19329,East Asia,Economics,Female,12,17,41,32.8,6.7,39.1,76.9,High
19330,North America,Computer Science,Male,12,18,21,31.9,11.9,40.6,71.8,Medium
19331,South America,English,Male,11,17,23,28.6,12.3,51.1,62.0,Medium
19332,Africa,Computer Science,Male,9,15,26,51.2,10.5,49.6,78.6,High
19333,Europe,English,Female,12,18,26,44.2,9.4,39.4,83.1,High
19334,South America,Economics,Male,9,15,18,15.2,9.6,48.7,78.6,Low
19335,South America,Science,Male,10,16,5,22.6,0.0,50.5,50.7,Low
19336,South America,Computer Science,Male,10,15,21,20.6,3.7,30.7,65.2,Medium
19337,South Asia,English,Female,11,16,19,17.1,9.5,29.5,73.8,Low
19338,South America,Computer Science,Female,12,17,23,34.3,6.5,49.2,83.3,High
19339,Africa,Science,Male,11,17,8,29.5,5.1,41.0,60.4,Low
19340,South America,Economics,Male,9,15,18,46.5,3.0,52.5,67.9,High
19341,East Asia,Science,Male,9,14,38,35.0,11.9,47.3,73.3,High
19342,Europe,History,Female,9,14,16,40.4,2.9,66.0,80.5,Medium
19343,Europe,Computer Science,Male,10,15,21,40.9,6.0,45.6,68.3,High
19344,South America,History,Male,12,17,37,43.3,7.0,37.1,72.2,High
19345,East Asia,History,Male,9,15,4,21.2,13.5,29.8,58.3,Low
19346,South America,Economics,Male,10,15,21,17.5,10.5,25.4,58.0,Low
19347,East Asia,Economics,Male,11,16,22,56.7,15.5,66.9,83.7,High
19348,East Asia,Computer Science,Female,11,17,5,28.9,1.7,51.2,63.1,Low
19349,North America,Science,Female,11,16,20,44.3,5.6,57.1,69.9,High
19350,South Asia,Computer Science,Other,10,16,31,37.7,13.2,55.3,64.0,High
19351,East Asia,History,Male,12,18,32,41.6,10.1,58.1,76.1,High
19352,North America,History,Female,11,16,22,30.7,11.0,33.7,73.9,Medium
19353,North America,Economics,Female,9,14,18,19.8,15.3,50.3,70.0,Low
19354,East Asia,History,Male,11,16,16,30.7,11.0,44.5,81.4,Medium
19355,Europe,Economics,Male,11,17,12,28.2,4.3,42.5,64.9,Low
19356,Africa,History,Male,9,14,26,19.3,9.3,53.5,48.0,Medium
19357,South Asia,Mathematics,Female,10,16,20,48.1,14.7,48.4,73.0,High
19358,South Asia,Computer Science,Female,9,14,17,7.7,6.9,27.8,63.5,Low
19359,North America,English,Male,12,17,10,30.0,6.2,37.3,52.5,Low
19360,South Asia,History,Female,9,14,20,39.2,9.4,41.3,61.3,High
19361,East Asia,Science,Male,11,16,16,25.2,10.2,53.4,73.5,Medium
19362,East Asia,Science,Female,9,14,12,25.3,10.3,47.3,52.9,Low
19363,Europe,Computer Science,Male,9,14,21,34.7,15.4,32.3,71.3,Medium
19364,North America,Science,Male,9,15,25,65.0,16.6,67.3,100.0,High
19365,South America,Mathematics,Female,12,18,28,32.5,7.2,25.7,74.8,High
19366,South America,English,Male,12,18,31,28.1,9.9,36.9,67.4,High
19367,South America,Computer Science,Male,12,18,34,36.3,7.9,69.2,93.6,High
19368,Europe,Science,Other,9,14,17,20.5,10.6,56.5,62.6,Low
19369,East Asia,English,Male,9,15,35,7.2,13.9,29.5,81.4,Medium
19370,North America,English,Male,12,17,5,9.7,3.9,31.9,53.3,Low
19371,South America,Economics,Male,10,15,15,30.8,11.4,42.5,66.5,Medium
19372,North America,Mathematics,Female,12,17,36,57.7,8.3,69.9,67.0,High
19373,South Asia,Economics,Male,11,17,36,37.9,7.3,42.9,74.3,High
19374,South America,Mathematics,Female,10,15,26,29.5,9.8,44.5,72.4,Medium
19375,Africa,History,Male,11,17,8,19.2,7.0,47.8,60.1,Low
19376,South America,Economics,Female,9,15,11,43.7,14.3,62.2,82.6,Medium
19377,South Asia,Economics,Male,12,18,32,53.3,9.3,44.1,80.5,High
19378,North America,History,Male,12,18,34,18.6,9.3,59.7,79.6,Medium
19379,North America,English,Male,10,16,24,21.5,11.2,41.8,80.2,Medium
19380,North America,Computer Science,Male,11,17,8,12.8,3.7,26.1,63.5,Low
19381,North America,Economics,Female,9,15,39,39.8,10.6,42.7,82.6,High
19382,South Asia,Mathematics,Female,10,16,15,15.5,14.3,32.3,55.0,Low
19383,North America,Science,Female,10,15,26,29.6,5.4,42.0,71.5,Medium
19384,Europe,Science,Female,10,15,27,23.4,13.6,36.7,62.0,Medium
19385,South Asia,Economics,Male,11,17,54,36.0,8.0,40.1,78.8,High
19386,Africa,Mathematics,Male,12,18,11,48.8,10.6,61.9,71.3,High
19387,Africa,Mathematics,Male,11,16,14,29.8,1.4,40.3,42.5,Low
19388,North America,Mathematics,Male,12,18,30,46.0,7.2,49.2,62.3,High
19389,South America,Economics,Female,12,17,15,26.0,11.8,54.4,66.4,Low
19390,East Asia,Mathematics,Female,9,15,14,29.7,10.7,32.6,70.6,Medium
19391,South Asia,Science,Female,10,15,12,23.6,6.3,44.6,61.3,Low
19392,South Asia,History,Male,9,14,16,49.1,9.6,52.9,71.1,High
19393,South America,English,Male,9,15,43,51.7,9.1,50.0,64.9,High
19394,South Asia,Mathematics,Other,12,17,12,32.4,4.0,46.5,78.2,Medium
19395,Europe,English,Male,11,17,17,55.0,6.4,61.7,65.7,High
19396,South Asia,Computer Science,Other,12,18,6,19.6,6.6,34.9,65.1,Low
19397,North America,Science,Male,12,18,13,29.3,2.8,34.3,63.6,Medium
19398,North America,History,Male,11,16,16,30.5,7.4,64.4,75.7,Medium
19399,Europe,English,Female,10,16,31,21.3,2.4,37.8,69.4,Medium
19400,Europe,Science,Male,9,15,25,41.2,7.7,39.4,67.9,High
19401,South Asia,Mathematics,Female,11,16,9,33.1,7.3,49.0,55.5,Medium
19402,North America,Economics,Male,9,15,19,42.2,13.9,30.7,60.0,High
19403,East Asia,Economics,Male,11,16,17,39.5,10.6,35.5,80.4,Medium
19404,North America,History,Male,11,17,32,33.0,15.2,25.6,78.3,High
19405,Europe,Computer Science,Male,12,18,27,33.3,7.4,70.1,74.1,High
19406,South America,English,Female,9,15,10,20.1,8.3,34.1,48.6,Low
19407,North America,Economics,Male,11,17,9,48.8,5.8,55.7,54.8,Medium
19408,Europe,History,Female,9,15,7,18.2,6.5,43.4,51.1,Low
19409,East Asia,Computer Science,Male,11,17,13,31.3,4.7,49.9,79.4,Medium
19410,Europe,Computer Science,Female,10,16,16,32.0,2.4,42.4,70.2,Medium
19411,Europe,Economics,Female,10,16,14,0.7,4.6,13.4,59.6,Low
19412,North America,History,Female,11,17,32,10.7,6.8,38.8,62.5,Medium
19413,South Asia,Economics,Male,9,14,10,46.8,4.9,74.2,64.5,Medium
19414,Africa,Economics,Female,10,16,37,30.1,8.6,39.9,71.3,High
19415,East Asia,Computer Science,Female,11,17,15,36.6,14.2,47.3,64.9,Medium
19416,South America,English,Male,12,18,44,42.0,5.2,40.0,83.4,High
19417,Africa,Mathematics,Male,12,17,27,23.2,16.5,19.8,45.9,Medium
19418,Africa,English,Female,9,14,15,23.8,3.4,45.7,67.8,Low
19419,South Asia,Computer Science,Male,9,15,22,44.2,7.6,48.2,60.2,High
19420,East Asia,Economics,Male,12,17,8,24.8,6.2,29.0,50.7,Low
19421,East Asia,Computer Science,Female,12,18,12,67.2,8.8,58.9,94.9,High
19422,Africa,History,Male,10,15,24,23.4,11.2,39.6,68.7,Medium
19423,East Asia,History,Male,10,15,16,38.5,10.1,40.8,82.8,Medium
19424,South Asia,Economics,Male,12,17,23,39.2,11.6,58.9,57.3,High
19425,North America,Science,Male,10,15,22,21.4,8.0,38.6,65.9,Medium
19426,South America,Computer Science,Female,9,15,42,33.1,7.6,64.1,80.8,High
19427,South Asia,History,Female,9,15,19,16.0,5.5,41.1,69.2,Low
19428,Africa,History,Male,10,15,40,25.8,3.9,53.2,62.5,High
19429,Africa,English,Male,11,16,35,24.8,11.9,45.9,67.4,High
19430,North America,History,Female,10,15,26,32.8,11.2,41.5,80.8,High
19431,East Asia,Economics,Female,10,16,26,4.9,8.5,56.3,55.4,Low
19432,South Asia,English,Male,9,14,17,17.8,0.0,37.4,59.8,Low
19433,Europe,Mathematics,Female,9,15,21,30.8,4.4,46.1,55.5,Medium
19434,Europe,Mathematics,Female,9,14,29,33.4,7.0,59.3,70.2,High
19435,East Asia,Science,Male,9,15,18,25.6,9.2,34.0,71.3,Medium
19436,North America,English,Female,10,15,15,30.1,11.5,52.5,80.7,Medium
19437,East Asia,Mathematics,Female,11,16,9,11.4,10.8,38.2,68.6,Low
19438,South America,Science,Female,11,16,40,37.8,3.1,53.3,59.4,High
19439,North America,Computer Science,Male,9,15,29,57.1,10.8,48.6,72.8,High
19440,North America,Computer Science,Male,11,17,16,34.5,12.5,67.1,78.3,Medium
19441,North America,Computer Science,Female,10,15,38,28.3,3.3,32.3,69.6,High
19442,Africa,Computer Science,Male,9,14,34,30.9,10.4,41.9,73.5,High
19443,South America,Mathematics,Female,9,15,9,35.0,9.4,59.4,73.2,Medium
19444,South America,Economics,Female,12,17,18,28.4,7.4,34.5,52.1,Medium
19445,North America,Science,Male,10,16,23,24.2,11.6,29.8,82.2,Medium
19446,South Asia,Mathematics,Female,10,16,26,31.9,9.1,49.5,73.9,High
19447,North America,Computer Science,Male,9,15,15,26.4,13.2,43.0,90.0,Medium
19448,South Asia,English,Female,11,17,7,21.2,13.6,48.0,54.3,Low
19449,Europe,English,Female,10,15,10,18.0,10.1,28.5,74.5,Low
19450,East Asia,English,Female,10,16,20,15.0,5.2,31.1,60.4,Low
19451,South America,History,Female,10,16,18,27.4,10.1,31.4,57.1,Medium
19452,Africa,History,Male,10,16,24,35.8,8.3,61.0,70.5,High
19453,North America,Mathematics,Male,11,16,33,38.5,6.9,33.5,64.2,High
19454,Europe,Mathematics,Male,11,17,16,24.2,11.1,53.0,47.3,Low
19455,Europe,Economics,Female,9,14,14,44.2,5.6,49.6,72.8,High
19456,Europe,English,Female,9,15,15,14.3,10.4,23.5,73.0,Low
19457,South Asia,Economics,Female,12,18,9,5.3,7.1,26.4,39.2,Low
19458,East Asia,History,Male,9,14,22,7.2,15.0,42.4,78.8,Low
19459,Africa,Computer Science,Female,9,14,14,9.1,12.1,42.4,77.6,Low
19460,South America,Science,Female,12,18,41,49.7,2.5,68.5,86.5,High
19461,Africa,Economics,Female,12,17,44,37.8,7.8,49.5,69.1,High
19462,Europe,History,Female,10,15,30,31.2,12.6,55.2,77.2,High
19463,Europe,Computer Science,Male,9,15,19,28.1,5.2,51.6,72.0,Medium
19464,South Asia,Science,Female,12,17,20,21.7,8.3,45.4,61.3,Medium
19465,Africa,History,Male,12,17,17,19.6,12.4,24.6,63.8,Low
19466,South America,English,Male,12,18,14,33.1,8.1,40.2,72.5,Medium
19467,South Asia,Economics,Male,12,18,13,22.9,11.5,36.9,69.4,Low
19468,Europe,Economics,Female,9,14,41,27.0,14.3,34.1,61.8,High
19469,North America,English,Female,12,17,11,20.2,10.8,38.1,65.0,Low
19470,North America,Mathematics,Male,10,15,18,37.4,10.0,37.1,51.9,Medium
19471,East Asia,Science,Male,10,15,31,36.2,1.2,53.8,65.8,High
19472,East Asia,Science,Male,11,17,23,46.1,7.9,47.0,70.0,High
19473,East Asia,Mathematics,Male,12,18,19,34.9,8.5,59.4,69.4,Medium
19474,North America,Economics,Female,12,18,16,26.0,11.8,38.5,57.4,Medium
19475,South Asia,English,Female,10,15,7,26.8,13.7,30.9,62.1,Low
19476,Europe,Mathematics,Male,12,18,13,20.3,6.0,53.4,75.8,Low
19477,South Asia,History,Male,10,16,23,33.2,9.5,33.9,59.9,Medium
19478,East Asia,English,Female,9,14,20,34.2,9.1,49.6,79.9,Medium
19479,Europe,Science,Male,12,18,21,22.4,15.5,38.4,72.3,Medium
19480,East Asia,English,Female,11,16,26,34.3,17.8,58.1,92.5,High
19481,Europe,History,Female,9,15,22,46.5,7.2,32.8,76.0,High
19482,East Asia,History,Female,10,15,9,25.7,4.9,52.7,73.4,Low
19483,South Asia,Science,Female,9,15,18,23.1,1.7,48.8,61.2,Medium
19484,South Asia,History,Female,10,15,10,44.6,6.3,46.4,67.9,Medium
19485,North America,Computer Science,Female,11,17,28,32.9,9.8,38.4,80.3,High
19486,East Asia,History,Female,9,15,22,55.7,7.5,57.4,81.6,High
19487,South America,Economics,Female,10,16,17,32.5,14.0,41.4,65.3,Medium
19488,East Asia,Economics,Male,12,17,15,28.5,10.3,54.9,69.2,Medium
19489,Africa,English,Male,10,16,36,43.4,6.2,59.9,66.1,High
19490,Africa,English,Female,11,16,14,45.1,14.6,52.0,75.5,High
19491,North America,English,Female,10,16,26,15.2,6.8,47.3,64.1,Medium
19492,Africa,English,Female,11,17,16,0.0,9.0,42.6,61.6,Low
19493,Europe,Science,Male,9,14,24,12.2,10.8,46.1,68.4,Low
19494,East Asia,Economics,Male,12,17,24,23.4,8.3,28.4,64.8,Medium
19495,South America,History,Male,10,15,28,32.3,11.2,59.2,75.2,High
19496,South America,Mathematics,Male,9,14,12,31.9,7.7,43.4,62.9,Medium
19497,South Asia,Economics,Female,9,14,6,11.6,13.6,35.0,56.7,Low
19498,South America,Economics,Male,11,16,10,23.3,5.9,55.8,68.5,Low
19499,East Asia,History,Male,11,17,10,28.0,6.4,39.2,73.2,Low
19500,North America,Economics,Female,10,15,9,21.4,5.2,34.8,55.8,Low
19501,Europe,Economics,Other,9,15,23,29.1,12.7,45.8,66.2,Medium
19502,South America,Economics,Female,10,16,7,20.0,9.6,39.5,65.5,Low
19503,South America,Economics,Male,11,17,24,63.1,9.9,79.3,78.0,High
19504,South America,Mathematics,Male,12,17,14,23.5,10.0,51.0,50.8,Low
19505,South Asia,Mathematics,Female,9,14,11,53.9,8.9,61.2,71.5,High
19506,Europe,History,Female,10,15,6,35.3,6.0,54.8,67.0,Low
19507,Africa,Computer Science,Female,12,18,3,28.4,7.7,45.0,36.4,Low
19508,North America,Economics,Female,12,17,12,22.3,1.4,26.9,55.2,Low
19509,South America,History,Female,10,15,10,32.4,7.9,55.8,84.2,Medium
19510,East Asia,Science,Female,10,16,23,14.7,15.6,40.0,82.2,Low
19511,East Asia,Economics,Female,10,15,6,15.5,4.0,23.5,58.8,Low
19512,South Asia,History,Female,11,16,12,12.9,7.6,56.3,61.9,Low
19513,South America,Computer Science,Female,12,18,16,43.9,16.0,63.7,76.3,High
19514,Africa,Science,Female,10,16,38,53.6,7.1,55.6,54.8,High
19515,North America,Computer Science,Female,10,15,20,33.0,7.8,29.6,76.5,Medium
19516,East Asia,Mathematics,Male,9,14,25,25.0,0.0,34.6,63.9,Medium
19517,South America,Economics,Other,10,16,19,15.0,0.7,44.5,58.3,Low
19518,North America,Economics,Male,11,17,11,37.0,2.6,53.2,66.7,Medium
19519,Africa,Computer Science,Male,11,16,7,21.1,8.2,40.4,61.9,Low
19520,Europe,Economics,Male,11,16,20,35.4,6.1,49.4,71.1,Medium
19521,East Asia,Economics,Male,10,16,14,28.7,8.6,35.7,72.6,Medium
19522,South America,Mathematics,Male,9,14,14,18.2,12.5,44.2,57.7,Low
19523,South Asia,Science,Other,10,15,12,21.0,5.8,32.4,51.1,Low
19524,North America,Mathematics,Male,10,16,28,51.3,15.1,51.1,75.4,High
19525,North America,Science,Female,9,14,7,7.3,9.3,32.6,53.5,Low
19526,Africa,History,Male,12,18,41,21.7,17.1,43.0,64.1,High
19527,South America,Mathematics,Male,10,16,32,30.2,17.4,32.5,63.3,High
19528,Europe,Mathematics,Male,10,15,27,42.5,13.2,43.1,70.6,High
19529,South America,History,Female,11,17,10,22.5,5.9,55.1,58.1,Low
19530,South Asia,History,Other,11,16,9,32.5,12.3,67.4,71.3,Low
19531,North America,English,Male,12,17,14,33.6,4.6,49.5,79.5,Medium
19532,East Asia,Computer Science,Male,10,16,6,14.7,16.2,31.1,70.2,Low
19533,South America,History,Female,11,16,13,13.9,9.0,41.0,54.2,Low
19534,Europe,English,Female,9,15,20,22.8,18.7,26.7,57.3,Medium
19535,South America,Mathematics,Male,9,14,38,65.9,6.7,66.8,71.2,High
19536,East Asia,Computer Science,Male,11,16,5,35.1,9.6,43.5,61.1,Low
19537,South Asia,History,Female,9,15,24,21.7,9.3,43.8,66.2,Medium
19538,Africa,Mathematics,Male,10,15,17,33.2,12.3,43.5,54.0,Medium
19539,South Asia,Science,Female,11,17,13,39.3,4.1,54.6,58.7,Medium
19540,North America,Science,Female,11,16,15,17.5,4.2,41.8,65.2,Low
19541,South America,Science,Male,10,16,14,40.9,6.1,49.4,82.9,Medium
19542,South Asia,Computer Science,Female,10,15,21,35.7,16.1,52.2,69.9,Medium
19543,East Asia,Economics,Female,12,17,11,34.2,10.2,39.7,72.6,Medium
19544,Africa,Mathematics,Male,11,17,21,36.7,6.0,47.7,65.2,High
19545,North America,Science,Male,10,15,27,36.5,1.5,46.8,64.1,High
19546,Africa,Science,Female,11,17,13,28.7,10.9,42.7,55.1,Medium
19547,South Asia,Economics,Female,10,16,23,41.8,9.3,62.3,54.5,High
19548,East Asia,History,Male,11,17,22,51.8,3.5,44.4,81.3,High
19549,South Asia,Economics,Female,10,15,17,20.7,10.2,57.4,70.5,Low
19550,Africa,Science,Male,12,17,39,28.7,4.3,59.8,84.0,High
19551,Europe,Mathematics,Male,9,14,11,43.4,9.5,36.5,63.9,Medium
19552,North America,English,Male,9,14,27,41.3,12.9,36.2,69.1,High
19553,South Asia,Computer Science,Female,11,17,14,25.1,4.8,49.8,62.5,Low
19554,North America,Economics,Male,9,15,38,44.8,12.9,54.2,92.8,High
19555,Europe,English,Female,11,17,35,40.3,7.4,63.5,76.8,High
19556,East Asia,Science,Female,9,15,6,10.8,1.1,39.7,54.1,Low
19557,Africa,Mathematics,Male,9,15,27,39.0,8.7,35.6,58.7,High
19558,Africa,English,Male,11,17,13,20.2,10.5,40.2,57.5,Low
19559,Europe,History,Female,12,17,23,24.2,5.3,36.3,60.1,Medium
19560,Africa,Mathematics,Male,10,16,13,53.3,4.1,59.0,62.0,High
19561,South Asia,Economics,Male,9,14,23,40.0,10.6,55.6,65.0,High
19562,Europe,Computer Science,Female,12,17,27,37.4,9.9,26.8,53.2,High
19563,Africa,Science,Female,10,15,11,13.0,5.3,36.5,63.3,Low
19564,East Asia,English,Male,10,15,7,17.4,15.7,46.2,64.1,Low
19565,South Asia,English,Female,10,15,29,47.6,11.1,45.2,69.7,High
19566,East Asia,Economics,Female,10,16,24,19.3,7.2,28.9,70.7,Medium
19567,Africa,Computer Science,Male,10,16,22,38.9,22.6,36.3,83.5,High
19568,Europe,Mathematics,Male,11,17,16,23.6,9.9,41.8,54.0,Low
19569,North America,Science,Female,11,16,8,41.9,13.7,42.2,82.1,Medium
19570,East Asia,Computer Science,Male,11,17,13,31.5,9.6,53.2,81.8,Medium
19571,North America,English,Male,11,16,12,49.9,6.2,60.5,94.4,High
19572,East Asia,Computer Science,Male,9,14,27,8.4,8.0,26.7,68.0,Low
19573,South Asia,History,Female,11,17,5,34.4,5.7,36.7,69.9,Low
19574,Europe,Computer Science,Male,10,16,15,25.7,14.0,55.7,64.0,Low
19575,East Asia,History,Male,9,15,9,31.4,6.9,31.1,70.4,Low
19576,South Asia,Computer Science,Female,12,18,29,56.2,11.6,64.3,88.5,High
19577,South Asia,English,Other,10,16,36,31.9,9.9,37.3,57.9,High
19578,Europe,Science,Male,11,17,36,43.2,8.9,60.8,71.8,High
19579,Africa,Economics,Female,12,17,22,36.0,9.3,37.3,71.0,High
19580,South America,English,Male,10,15,33,8.6,9.0,27.8,52.0,Medium
19581,East Asia,Mathematics,Male,9,15,16,26.8,11.7,49.4,70.0,Medium
19582,Europe,English,Male,12,18,23,49.4,5.3,58.1,76.9,High
19583,South America,English,Female,11,17,23,44.0,11.6,55.9,79.8,High
19584,North America,Science,Male,12,17,10,27.2,5.2,51.5,76.8,Low
19585,Europe,Economics,Female,11,17,24,47.6,5.6,53.6,81.2,High
19586,North America,English,Male,10,16,21,6.4,8.4,36.8,64.6,Low
19587,South America,English,Female,11,17,38,29.5,10.1,71.7,85.0,High
19588,North America,Computer Science,Female,10,16,17,29.8,7.6,36.8,75.5,Medium
19589,East Asia,History,Female,11,17,43,37.1,8.3,49.9,78.8,High
19590,Europe,English,Other,12,18,11,20.5,17.8,17.5,70.9,Low
19591,Europe,Economics,Other,12,17,34,33.2,9.6,51.7,69.6,High
19592,East Asia,Economics,Female,10,15,36,46.4,11.0,30.7,77.3,High
19593,Africa,English,Male,10,15,14,34.4,14.0,44.2,73.2,Medium
19594,North America,Computer Science,Female,11,17,27,38.3,2.2,38.9,78.3,High
19595,North America,Mathematics,Female,9,15,20,26.9,8.3,47.4,71.8,Medium
19596,Europe,English,Male,11,16,14,46.2,7.0,47.3,73.3,High
19597,South America,English,Male,10,15,18,20.9,12.2,39.1,61.1,Low
19598,North America,English,Male,11,17,29,56.6,10.3,45.0,79.1,High
19599,Europe,Economics,Female,10,16,29,55.9,10.0,65.0,79.8,High
19600,South Asia,History,Male,9,15,23,26.6,9.5,43.5,67.8,Medium
19601,Europe,English,Male,9,15,19,18.0,2.8,36.0,78.7,Low
19602,North America,English,Male,9,15,25,33.5,11.0,50.6,78.0,High
19603,East Asia,History,Female,12,18,24,15.4,6.7,33.8,55.8,Low
19604,East Asia,Science,Male,10,15,23,36.9,9.5,50.6,79.1,High
19605,Europe,Science,Female,9,14,8,25.4,8.4,38.6,61.9,Low
19606,Africa,History,Female,11,16,25,35.0,16.1,39.6,74.8,High
19607,North America,Science,Male,12,18,10,31.5,12.1,44.9,60.7,Low
19608,Africa,Computer Science,Female,10,16,36,28.3,6.6,38.7,69.3,High
19609,Europe,Economics,Male,10,16,25,22.5,14.0,41.4,69.2,Medium
19610,Europe,English,Female,11,16,29,17.9,9.7,30.5,72.0,Medium
19611,Europe,History,Female,11,16,5,28.4,12.3,40.1,67.3,Low
19612,South America,Science,Female,10,15,32,10.9,17.7,35.3,53.8,Medium
19613,East Asia,Computer Science,Male,9,14,33,26.6,16.3,40.8,87.8,High
19614,Africa,Science,Male,11,17,7,23.9,6.4,50.0,54.0,Low
19615,Europe,History,Female,12,18,8,17.9,11.1,44.9,61.7,Low
19616,North America,English,Male,9,14,52,68.0,7.9,70.3,84.2,High
19617,North America,Computer Science,Female,10,16,29,12.1,0.2,34.2,57.4,Medium
19618,South Asia,Science,Male,10,16,21,12.2,12.3,33.0,77.3,Low
19619,Europe,Science,Female,10,16,9,17.0,12.4,41.0,73.2,Low
19620,Africa,Computer Science,Male,10,16,17,29.6,6.2,42.1,74.9,Low
19621,Africa,History,Female,10,15,18,36.1,5.8,36.2,61.1,Medium
19622,Europe,History,Male,11,17,15,35.6,5.0,45.7,62.1,Medium
19623,South Asia,Computer Science,Male,12,18,22,53.4,2.7,49.7,72.0,High
19624,South Asia,Science,Male,12,17,30,39.5,13.3,60.2,68.7,High
19625,Africa,Science,Female,9,14,24,15.9,12.6,32.4,66.7,Low
19626,East Asia,Economics,Other,10,16,29,16.3,0.0,32.9,57.3,Medium
19627,East Asia,Mathematics,Male,12,18,19,46.3,12.9,49.9,80.8,High
19628,North America,History,Female,11,16,4,35.3,9.2,58.7,80.3,Low
19629,South Asia,English,Male,10,15,11,17.0,5.1,51.6,49.8,Low
19630,South America,Mathematics,Other,12,18,18,16.3,8.4,43.2,54.7,Low
19631,South Asia,Economics,Male,10,15,22,26.5,2.8,33.3,64.1,Medium
19632,Europe,Computer Science,Female,10,15,27,4.6,9.7,30.7,63.4,Low
19633,Europe,Science,Female,11,16,19,42.3,13.5,29.4,84.9,High
19634,North America,Computer Science,Male,11,17,23,39.7,9.7,37.3,79.9,High
19635,Africa,Computer Science,Other,9,15,41,41.3,16.1,42.2,67.3,High
19636,North America,History,Female,10,15,26,12.9,14.7,37.3,74.2,Low
19637,East Asia,Economics,Male,12,18,23,33.2,7.6,56.9,75.3,Medium
